Ticker,Preco,Variacao
PETR4, 35.50, 1.2,
VALE3, 52.2, 2.5,
ITUB4,30.7,1.1,


BVMF:ALPA4,14.96
BVMF:ASAI3,9.25
BVMF:AURE3,11.65
BVMF:BBAS3,26.95
BVMF:BBDC4,21.23
BVMF:BEEF3,5.1
BVMF:CAML3,6.87
BVMF:CVCB3,2.23
BVMF:DXCO3,5.33
BVMF:GRND3,5.1
BVMF:HAPV3,10.36
BVMF:ITSA4,14.14
BVMF:JALL3,3.11
BVMF:KLBN4,4.09
BVMF:LWSA3,3.53
BVMF:MGLU3,9.19
BVMF:MLAS3,1.32
BVMF:PETR4,41.13
BVMF:RAIL3,15.75
BVMF:RAIZ4,0.65
BVMF:SIMH3,12.91
BVMF:SLCE3,16.64
BVMF:QUAL3,2.04
BVMF:VIVT3,42.26
BVMF:WEGE3,48.69
,
#N/A,
